"REF_DATE","GEO","DGUID","Receipts, payments and balances","Current account","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1981-07","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915258","1.1.15","436","","","","0"
"1981-07","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915259","1.1.16","522","","","","0"
"1981-07","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915260","1.1.17","-86","","","","0"
"1981-07","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915261","1.1.18","108","","","","0"
"1981-07","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915262","1.1.19","12","","","","0"
"1981-07","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915263","1.1.20","12","","","","0"
"1981-07","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915264","1.1.21","","..","","","0"
"1981-07","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915265","1.1.22","96","","","","0"
"1981-07","Canada","2016A000011124","Receipts, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915266","1.1.23","2458","","","","0"
"1981-07","Canada","2016A000011124","Receipts, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915267","1.1.24","508","","","","0"
"1981-07","Canada","2016A000011124","Receipts, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915268","1.1.25","149","","","","0"
"1981-07","Canada","2016A000011124","Receipts, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915269","1.1.26","149","","","","0"
"1981-07","Canada","2016A000011124","Receipts, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915270","1.1.30","359","","","","0"
"1981-07","Canada","2016A000011124","Receipts, seasonally adjusted","Canadian taxes","Dollars","81","millions","6","v61915271","1.1.31","354","","","","0"
"1981-07","Canada","2016A000011124","Receipts, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915272","1.1.33","5","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915273","1.2.1","32184","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915274","1.2.2","23953","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Goods","Dollars","81","millions","6","v61915275","1.2.3","20332","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Services","Dollars","81","millions","6","v61915276","1.2.5","3621","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Travel","Dollars","81","millions","6","v61915277","1.2.6","1019","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915278","1.2.7","1090","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915279","1.2.8","1372","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Government services","Dollars","81","millions","6","v61915280","1.2.9","140","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Primary income","Dollars","81","millions","6","v61915281","1.2.10","7737","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Compensation of employees","Dollars","81","millions","6","v61915282","1.2.11","127","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Investment income","Dollars","81","millions","6","v61915283","1.2.12","7611","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915284","1.2.13","2237","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, interest","Dollars","81","millions","6","v61915285","1.2.14","174","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915286","1.2.15","2064","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915287","1.2.16","1031","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915288","1.2.17","1033","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915289","1.2.18","1789","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915290","1.2.19","1676","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915291","1.2.20","1405","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915292","1.2.21","271","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915293","1.2.22","113","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915294","1.2.23","3584","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915295","1.2.24","494","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915296","1.2.25","193","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915297","1.2.26","123","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Personal transfers","Dollars","81","millions","6","v61915298","1.2.27","63","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Other private non-personal transfers","Dollars","81","millions","6","v61915299","1.2.28","60","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Foreign taxes","Dollars","81","millions","6","v61915300","1.2.29","70","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915301","1.2.30","301","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Official contributions","Dollars","81","millions","6","v61915302","1.2.32","265","","","","0"
"1981-07","Canada","2016A000011124","Payments, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915303","1.2.33","36","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915304","1.3.1","-4353","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915305","1.3.2","286","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Goods","Dollars","81","millions","6","v61915306","1.3.3","1134","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Services","Dollars","81","millions","6","v61915308","1.3.5","-849","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Travel","Dollars","81","millions","6","v61915309","1.3.6","-155","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915310","1.3.7","-277","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915311","1.3.8","-412","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Government services","Dollars","81","millions","6","v61915312","1.3.9","-4","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Primary income","Dollars","81","millions","6","v61915313","1.3.10","-4653","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Compensation of employees","Dollars","81","millions","6","v61915314","1.3.11","-44","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Investment income","Dollars","81","millions","6","v61915315","1.3.12","-4609","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915316","1.3.13","-1801","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, interest","Dollars","81","millions","6","v61915317","1.3.14","-174","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915318","1.3.15","-1627","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915319","1.3.16","-508","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915320","1.3.17","-1119","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915321","1.3.18","-1681","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915322","1.3.19","-1664","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915323","1.3.20","-1393","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915324","1.3.21","-271","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915325","1.3.22","-17","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915326","1.3.23","-1127","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915327","1.3.24","14","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915328","1.3.25","-44","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915329","1.3.26","26","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Foreign taxes","Dollars","81","millions","6","v61915330","1.3.29","-70","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915331","1.3.30","58","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Canadian taxes","Dollars","81","millions","6","v61915332","1.3.31","354","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Official contributions","Dollars","81","millions","6","v61915333","1.3.32","-265","","","","0"
"1981-07","Canada","2016A000011124","Balances, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915334","1.3.33","-31","","","","0"
